week_end,value_creation_hours,governance_hours,operations_hours,nationcred_score,nationcred_score_accumulated,is_active
2022-06-05,0,0,0,0,0,false
2022-06-12,0,0,0,0,0,false
2022-06-19,0,0,0,0,0,false
2022-06-26,0,0,0,0,0,false
2022-07-03,0,0,0,0,0,false
2022-07-10,0,0,0,0,0,false
2022-07-17,0,0,0,0,0,false
2022-07-24,0,0,0,0,0,false
2022-07-31,0,0,0,0,0,false
2022-08-07,0,0,0,0,0,false
2022-08-14,0,0,0,0,0,false
2022-08-21,0,0,0,0,0,false
2022-08-28,0,0,0,0,0,false
2022-09-04,0,0,0,0,0,false
2022-09-11,0,0,0,0,0,false
2022-09-18,0,0,0,0,0,false
2022-09-25,0,0,0,0,0,false
2022-10-02,0,0,0,0,0,false
2022-10-09,0,0,0,0,0,false
2022-10-16,0,0,0,0,0,false
2022-10-23,0,0,0,0,0,false
2022-10-30,0,0,0,0,0,false
2022-11-06,0,0,0,0,0,false
2022-11-13,0,0,0,0,0,false
2022-11-20,0,0,0,0,0,false
2022-11-27,0,0,0,0,0,false
2022-12-04,0,0,0,0,0,false
2022-12-11,0,0,0,0,0,false
2022-12-18,0,0,0,0,0,false
2022-12-25,0,0,0,0,0,false
2023-01-01,0,0,0,0,0,false
2023-01-08,0,0,0,0,0,false
2023-01-15,0,0,0,0,0,false
2023-01-22,0,0,0,0,0,false
2023-01-29,0,0,0,0,0,false
2023-02-05,0,0,0,0,0,false
2023-02-12,0,0,0,0,0,false
2023-02-19,0,0,0,0,0,false
2023-02-26,0,0,0,0,0,false
2023-03-05,0,0,0,0,0,false
2023-03-12,0,0,0,0,0,false
2023-03-19,0,0,0,0,0,false
2023-03-26,0,0,0,0,0,false
2023-04-02,0,0,0,0,0,false
2023-04-09,0,0,0,0,0,false
2023-04-16,0,0,0,0,0,false
2023-04-23,0,0,0,0,0,false
2023-04-30,0,0,0,0,0,false
2023-05-07,0,0,0,0,0,false
2023-05-14,0,0,0,0,0,false
2023-05-21,0,0,0,0,0,false
2023-05-28,0,0,0,0,0,false
2023-06-04,0,0,0,0,0,false
2023-06-11,0,0,0,0,0,false
2023-06-18,0,0,0,0,0,false
2023-06-25,0,0,0,0,0,false
2023-07-02,0,0,0,0,0,false
2023-07-09,0,0,0,0,0,false
2023-07-16,0,0,0,0,0,false
2023-07-23,0.01,0,0,0.01,0.01,false
2023-07-30,0.11,0,0,0.11,0.12,false
2023-08-06,1.06,0,0,1.06,1.17,false
2023-08-13,0.51,0,0,0.51,1.68,false
2023-08-20,0.48,0,0,0.48,2.16,false
2023-08-27,0.29,0,0,0.29,2.45,false
2023-09-03,0.95,0,0,0.95,3.4,false
2023-09-10,4.91,0,0,4.91,8.3,false
2023-09-17,28.27,0.34,0,28.61,36.91,false
2023-09-24,29.43,0.84,0,30.27,67.19,false
2023-10-01,26.82,0,0,26.82,94,true
2023-10-08,16.79,0,0,16.79,110.79,true
2023-10-15,9.72,0,0,9.72,120.51,true
2023-10-22,4.57,0,0,4.57,125.08,true
2023-10-29,4.76,0,6.64,11.4,136.49,true
2023-11-05,3.5,0,0.33,3.83,140.32,true
2023-11-12,2.9,0,0,2.9,143.22,true
2023-11-19,0.77,0,0,0.77,143.99,true
2023-11-26,2.62,0,0,2.62,146.61,false
2023-12-03,2.95,0.34,0,3.29,149.9,false
2023-12-10,5.69,0.51,0,6.2,156.1,false
2023-12-17,2.77,0,0,2.77,158.88,true
2023-12-24,1.86,0,0,1.86,160.73,true
2023-12-31,2.63,0,0,2.63,163.36,true
2024-01-07,4.76,0,0,4.76,168.12,true
2024-01-14,2.6,0,0,2.6,170.73,true
2024-01-21,0.5,0,0,0.5,171.23,true
2024-01-28,2.04,0,0,2.04,173.27,false
2024-02-04,0.25,0,0,0.25,173.52,false
2024-02-11,0.44,0,0,0.44,173.96,false
2024-02-18,0.04,0,0,0.04,174,false
2024-02-25,0,0,0,0,174.01,false
2024-03-03,0,0.51,0,0.51,174.52,false
2024-03-10,0,0,0,0,174.52,false
2024-03-17,0,0,0,0,174.52,false
2024-03-24,0,0,0,0,174.52,false
2024-03-31,0,0,0,0,174.52,false
2024-04-07,0,0,0,0,174.52,false
2024-04-14,0,0,0,0,174.52,false
2024-04-21,0,0,0,0,174.52,false
2024-04-28,0,0,0,0,174.52,false
2024-05-05,0,0,0,0,174.52,false
2024-05-12,0,0,0,0,174.52,false
2024-05-19,0,0,0,0,174.52,false
2024-05-26,0,0,0,0,174.52,false
2024-06-02,0,0,0,0,174.52,false
2024-06-09,0,0,0,0,174.52,false
2024-06-16,0,0,0,0,174.52,false
2024-06-23,0,0,0,0,174.52,false
2024-06-30,0,0,0,0,174.52,false
2024-07-07,0,0,0,0,174.52,false
2024-07-14,0,0,0,0,174.52,false
2024-07-21,0,0,0,0,174.52,false
2024-07-28,0,0,0,0,174.52,false
2024-08-04,0,0,0,0,174.52,false
2024-08-11,0,0,0,0,174.52,false
2024-08-18,0,0,0,0,174.52,false
2024-08-25,0,0,0,0,174.52,false
2024-09-01,0,0,0,0,174.52,false
2024-09-08,0,0,0,0,174.52,false
2024-09-15,0,0,0,0,174.52,false
2024-09-22,0,0,0,0,174.52,false
2024-09-29,0,0,0,0,174.52,false
2024-10-06,0,0,0,0,174.52,false
2024-10-13,0,0,0,0,174.52,false
2024-10-20,0,0,0,0,174.52,false
2024-10-27,0,0,0,0,174.52,false
2024-11-03,0,0,0,0,174.52,false
2024-11-10,0,0,0,0,174.52,false
2024-11-17,0,0,0,0,174.52,false
