week_end,value_creation_hours,governance_hours,operations_hours,nationcred_score,nationcred_score_accumulated,is_active
2022-06-05,45.84,0,0,45.84,45.84,false
2022-06-12,18.35,0,0,18.35,64.18,false
2022-06-19,16.91,0,0,16.91,81.09,false
2022-06-26,38.89,0,0,38.89,119.98,true
2022-07-03,34.34,0,0,34.34,154.32,true
2022-07-10,24.78,0,0,24.78,179.1,true
2022-07-17,27.15,0,0,27.15,206.25,true
2022-07-24,26.36,0,0,26.36,232.61,true
2022-07-31,16.43,0,0,16.43,249.04,true
2022-08-07,36.32,0,0,36.32,285.36,true
2022-08-14,24.76,0,0,24.76,310.13,true
2022-08-21,34.27,0,0,34.27,344.39,true
2022-08-28,29.93,0,0,29.93,374.32,true
2022-09-04,28.22,0,0,28.22,402.55,true
2022-09-11,43.79,0,0,43.79,446.34,true
2022-09-18,28.01,0,0,28.01,474.35,true
2022-09-25,34.23,0,0,34.23,508.58,true
2022-10-02,37.96,0,0,37.96,546.54,true
2022-10-09,18.75,0,0,18.75,565.3,true
2022-10-16,17.09,0,0,17.09,582.39,true
2022-10-23,31.88,0,0,31.88,614.26,true
2022-10-30,25.84,0,0,25.84,640.1,true
2022-11-06,27.57,0,0,27.57,667.67,true
2022-11-13,29.38,0,0,29.38,697.05,true
2022-11-20,26.1,0,0,26.1,723.15,true
2022-11-27,23.11,0,0,23.11,746.26,true
2022-12-04,31,0,0,31,777.26,true
2022-12-11,30.1,0,0,30.1,807.36,true
2022-12-18,30.82,0.17,0,30.99,838.35,true
2022-12-25,42.14,0.17,0,42.31,880.66,true
2023-01-01,31.45,0,0,31.45,912.11,true
2023-01-08,33.34,0.17,0,33.51,945.62,true
2023-01-15,31.98,0.17,0,32.15,977.77,true
2023-01-22,13.85,0.17,0,14.02,991.79,true
2023-01-29,25.48,0,0,25.48,1017.26,true
2023-02-05,3.87,0,0,3.87,1021.13,true
2023-02-12,1,0,0,1,1022.13,true
2023-02-19,0.69,0,0,0.69,1022.82,false
2023-02-26,2.6,0,0,2.6,1025.42,false
2023-03-05,1.08,0,0,1.08,1026.5,false
2023-03-12,1.7,0,0,1.7,1028.19,false
2023-03-19,2.19,0,0,2.19,1030.39,true
2023-03-26,16.46,0.34,0,16.8,1047.18,true
2023-04-02,19.7,0.17,0,19.87,1067.05,true
2023-04-09,7.1,0,0,7.1,1074.15,true
