week_end,value_creation_hours,governance_hours,operations_hours,nationcred_score,nationcred_score_accumulated,is_active
2022-06-05,0,0,0,0,0,false
2022-06-12,0,0,0,0,0,false
2022-06-19,0,0,0,0,0,false
2022-06-26,0,0,0,0,0,false
2022-07-03,0,0,0,0,0,false
2022-07-10,0,0,0,0,0,false
2022-07-17,0,0,0,0,0,false
2022-07-24,0,0,0,0,0,false
2022-07-31,0,0,0,0,0,false
2022-08-07,0,0,0,0,0,false
2022-08-14,0,0,0,0,0,false
2022-08-21,0,0,0,0,0,false
2022-08-28,0,0,0,0,0,false
2022-09-04,0,0,0,0,0,false
2022-09-11,0,0,0,0,0,false
2022-09-18,0,0,0,0,0,false
2022-09-25,0,0,0,0,0,false
2022-10-02,0,0,0,0,0,false
2022-10-09,0,0,0,0,0,false
2022-10-16,0,0,0,0,0,false
2022-10-23,0,0,0,0,0,false
2022-10-30,0.01,0,0,0.01,0.01,false
2022-11-06,0.08,0,0,0.08,0.08,false
2022-11-13,0.77,0,0,0.77,0.85,false
2022-11-20,0.27,0,0,0.27,1.12,false
2022-11-27,0.23,0,0,0.23,1.35,false
2022-12-04,0.04,0,0,0.04,1.39,false
2022-12-11,0.16,0,0,0.16,1.55,false
2022-12-18,0.02,0,0,0.02,1.57,false
2022-12-25,0.08,0,0,0.08,1.64,false
2023-01-01,0.47,0,0,0.47,2.12,false
2023-01-08,0.16,0,0,0.16,2.28,false
2023-01-15,0.18,0,0,0.18,2.46,false
2023-01-22,0.02,0,0,0.02,2.48,false
2023-01-29,0,0,0,0,2.48,false
2023-02-05,0,0,0,0,2.48,false
2023-02-12,0,0,0,0,2.48,false
2023-02-19,0,0,0,0,2.48,false
2023-02-26,0,0,0,0,2.48,false
2023-03-05,0,0,0,0,2.48,false
2023-03-12,0,0,0,0,2.48,false
2023-03-19,0,0,0,0,2.48,false
2023-03-26,0,0,0,0,2.48,false
2023-04-02,0,0,0,0,2.48,false
2023-04-09,0,0,0,0,2.48,false
2023-04-16,0,0,0,0,2.48,false
2023-04-23,0,0,0,0,2.48,false
2023-04-30,0,0,0,0,2.48,false
2023-05-07,0,0,0,0,2.48,false
2023-05-14,0,0,0,0,2.48,false
2023-05-21,0,0,0,0,2.48,false
2023-05-28,0,0,0,0,2.48,false
2023-06-04,0,0,0,0,2.48,false
2023-06-11,0,0,0,0,2.48,false
2023-06-18,0,0,0,0,2.48,false
2023-06-25,0,0,0,0,2.48,false
2023-07-02,0,0,0,0,2.48,false
2023-07-09,0,0,0,0,2.48,false
2023-07-16,0,0,0,0,2.48,false
2023-07-23,0,0,0,0,2.48,false
2023-07-30,0,0,0,0,2.48,false
2023-08-06,0,0,0,0,2.48,false
2023-08-13,0,0,0,0,2.48,false
2023-08-20,0,0,0,0,2.48,false
2023-08-27,0,0,0,0,2.48,false
2023-09-03,0,0,0,0,2.48,false
2023-09-10,0,0,0,0,2.48,false
2023-09-17,0,0,0,0,2.48,false
2023-09-24,0.03,0,0,0.03,2.51,false
2023-10-01,0,0,0,0,2.51,false
2023-10-08,0,0,0,0,2.51,false
2023-10-15,0,0,0,0,2.51,false
2023-10-22,0,0,0,0,2.51,false
2023-10-29,0,0,0,0,2.51,false
2023-11-05,0,0,0,0,2.51,false
2023-11-12,0,0,0,0,2.51,false
2023-11-19,0,0,0,0,2.51,false
2023-11-26,0,0,0,0,2.51,false
2023-12-03,0,0,0,0,2.51,false
2023-12-10,0,0,0,0,2.51,false
2023-12-17,0,0,0,0,2.51,false
2023-12-24,0,0,0,0,2.51,false
2023-12-31,0,0,0,0,2.51,false
2024-01-07,0,0,0,0,2.51,false
2024-01-14,0,0,0,0,2.51,false
2024-01-21,0,0,0,0,2.51,false
2024-01-28,0,0,0,0,2.51,false
2024-02-04,0.01,0,0,0.01,2.52,false
2024-02-11,0.09,0,0,0.09,2.61,false
2024-02-18,0.01,0,0,0.01,2.62,false
2024-02-25,0,0,0,0,2.62,false
2024-03-03,0,0,0,0,2.62,false
2024-03-10,0,0,0,0,2.62,false
2024-03-17,0,0,0,0,2.62,false
2024-03-24,0,0,0,0,2.62,false
2024-03-31,0,0,0,0,2.62,false
2024-04-07,0,0,0,0,2.62,false
2024-04-14,0,0,0,0,2.62,false
2024-04-21,0,0,0,0,2.62,false
2024-04-28,0,0,0,0,2.62,false
2024-05-05,0,0,0,0,2.62,false
2024-05-12,0,0,0,0,2.62,false
2024-05-19,0,0,0,0,2.62,false
2024-05-26,0,0,0,0,2.62,false
2024-06-02,0,0,0,0,2.62,false
2024-06-09,0,0,0,0,2.62,false
