week_end,value_creation_hours,governance_hours,operations_hours,nationcred_score,nationcred_score_accumulated,is_active
2022-06-05,0,0,0,0,0,false
2022-06-12,0,0,0,0,0,false
2022-06-19,0,0,0,0,0,false
2022-06-26,0,0,0,0,0,false
2022-07-03,0,0,0,0,0,false
2022-07-10,0,0,0,0,0,false
2022-07-17,0,0,0,0,0,false
2022-07-24,0,0,0,0,0,false
2022-07-31,0,0,0,0,0,false
2022-08-07,0,0,0,0,0,false
2022-08-14,0,0,0,0,0,false
2022-08-21,0,0,0,0,0,false
2022-08-28,0,0,0,0,0,false
2022-09-04,0,0,0,0,0,false
2022-09-11,0,0,0,0,0,false
2022-09-18,0,0,0,0,0,false
2022-09-25,0,0,0,0,0,false
2022-10-02,0,0,0,0,0,false
2022-10-09,0,0,0,0,0,false
2022-10-16,0,0,0,0,0,false
2022-10-23,0,0,0,0,0,false
2022-10-30,0,0,0,0,0,false
2022-11-06,0,0,0,0,0,false
2022-11-13,0,0,0,0,0,false
2022-11-20,0,0,0,0,0,false
2022-11-27,0,0,0,0,0,false
2022-12-04,0,0,0,0,0,false
2022-12-11,0,0,0,0,0,false
2022-12-18,0,0,0,0,0,false
2022-12-25,0,0,0,0,0,false
2023-01-01,0,0,0,0,0,false
2023-01-08,0,0,0,0,0,false
2023-01-15,0,0,0,0,0,false
2023-01-22,0,0,0,0,0,false
2023-01-29,0,0,0,0,0,false
2023-02-05,0,0,0,0,0,false
2023-02-12,0,0,0,0,0,false
2023-02-19,0,0,0,0,0,false
2023-02-26,0,0,0,0,0,false
2023-03-05,0.03,0,0,0.03,0.03,false
2023-03-12,0.25,0,0,0.25,0.27,false
2023-03-19,2.44,0,0,2.44,2.72,false
2023-03-26,0.25,0,0,0.25,2.96,false
2023-04-02,0.03,0,0,0.03,2.99,false
2023-04-09,0,0,0,0,2.99,false
2023-04-16,0,0,0,0,2.99,false
2023-04-23,0,0,0,0,2.99,false
2023-04-30,0,0,0,0,2.99,false
2023-05-07,0,0,0,0,2.99,false
2023-05-14,0,0,0,0,2.99,false
2023-05-21,0,0,0,0,2.99,false
2023-05-28,0,0,0,0,2.99,false
2023-06-04,0,0,0,0,2.99,false
2023-06-11,0,0,0,0,2.99,false
2023-06-18,0,0,0,0,2.99,false
2023-06-25,0,0,0,0,2.99,false
2023-07-02,0,0,0,0,2.99,false
2023-07-09,0.01,0,0,0.01,3,false
2023-07-16,0.1,0,0,0.1,3.1,false
2023-07-23,0.98,0,0,0.98,4.07,false
2023-07-30,6.47,0.34,0,6.81,10.88,false
2023-08-06,14.84,0,0,14.84,25.73,false
2023-08-13,3.21,0.17,0,3.38,29.11,false
2023-08-20,2.24,0,0,2.24,31.35,true
2023-08-27,8.09,0,0,8.09,39.44,true
2023-09-03,5.64,0,0,5.64,45.08,true
2023-09-10,18.56,0,0,18.56,63.64,true
2023-09-17,32.11,1.01,0,33.12,96.76,true
2023-09-24,16.93,0.17,0,17.1,113.86,true
2023-10-01,35.28,0,0,35.28,149.14,true
2023-10-08,24.8,0,0,24.8,173.94,true
2023-10-15,5.42,0,0,5.42,179.36,true
2023-10-22,10.88,0,0,10.88,190.24,true
2023-10-29,9.64,0,6.6,16.24,206.48,true
2023-11-05,1.59,0,0,1.59,208.07,true
2023-11-12,2.31,0,0,2.31,210.38,true
2023-11-19,6.09,0,0.33,6.42,216.79,true
2023-11-26,10.03,0,1.65,11.68,228.48,true
2023-12-03,18.49,0.17,2.31,20.97,249.45,true
2023-12-10,20.17,0.17,1.32,21.66,271.11,true
2023-12-17,7.95,0.34,6,14.29,285.4,true
2023-12-24,4.62,0,0,4.62,290.02,true
2023-12-31,9.92,0,0,9.92,299.94,true
2024-01-07,11.49,0,0.33,11.82,311.76,true
2024-01-14,12.28,0,1.5,13.78,325.54,true
2024-01-21,4.86,0,0,4.86,330.4,true
2024-01-28,1.48,0,1.33,2.81,333.22,true
2024-02-04,0.16,0,0,0.16,333.38,true
2024-02-11,0.12,0,0,0.12,333.49,false
2024-02-18,0.4,0,0.33,0.73,334.22,false
2024-02-25,0.06,0,0,0.06,334.28,false
2024-03-03,0.18,0,0,0.18,334.46,false
2024-03-10,1.77,0.34,0,2.11,336.57,false
2024-03-17,0.2,0,0,0.2,336.78,false
2024-03-24,0.28,0,0,0.28,337.05,false
2024-03-31,2.55,0.17,0,2.72,339.77,false
2024-04-07,0.44,0,0,0.44,340.21,false
2024-04-14,0.04,0,0,0.04,340.25,false
2024-04-21,0.01,0,0,0.01,340.26,false
2024-04-28,0.04,0,0,0.04,340.3,false
2024-05-05,0.36,0.17,0,0.53,340.83,false
2024-05-12,3.59,0.34,0,3.93,344.76,false
2024-05-19,7.05,0.17,0,7.22,351.98,false
2024-05-26,0.71,0,0,0.71,352.7,false
2024-06-02,0.07,0,0,0.07,352.77,false
2024-06-09,0.01,0.17,0,0.18,352.94,false
2024-06-16,0,0,0,0,352.94,false
2024-06-23,0,0,0,0,352.94,false
2024-06-30,0,0,0,0,352.94,false
2024-07-07,0,0,0,0,352.94,false
2024-07-14,0,0,0,0,352.94,false
2024-07-21,0,0,0,0,352.94,false
2024-07-28,0,0,0,0,352.94,false
2024-08-04,0,0,0,0,352.94,false
2024-08-11,0,0,0,0,352.94,false
2024-08-18,0,0,0,0,352.94,false
2024-08-25,0,0,0,0,352.94,false
2024-09-01,0,0,0,0,352.94,false
2024-09-08,0,0,0,0,352.94,false
2024-09-15,0,0,0,0,352.94,false
2024-09-22,0,0,0,0,352.94,false
2024-09-29,0,0,0,0,352.94,false
2024-10-06,0,0,0,0,352.94,false
2024-10-13,0,0,0,0,352.94,false
2024-10-20,0.03,0,0,0.03,352.97,false
2024-10-27,0.27,0,0,0.27,353.24,false
2024-11-03,1.96,0,0,1.96,355.2,false
2024-11-10,0.2,0,0,0.2,355.4,false
2024-11-17,0.02,0,0,0.02,355.41,false
2024-11-24,0,0,0,0,355.41,false
2024-12-01,0,0,0,0,355.41,false
2024-12-08,0,0,0,0,355.41,false
2024-12-15,0.01,0,0,0.01,355.43,false
2024-12-22,0.12,0,0,0.12,355.55,false
2024-12-29,1.24,0,0,1.24,356.8,false
2025-01-05,1.4,0,0,1.4,358.2,false
2025-01-12,0.16,0,0,0.16,358.36,false
2025-01-19,0,0,0,0,358.36,false
2025-01-26,0,0,0,0,358.36,false
2025-02-02,0,0,0,0,358.36,false
2025-02-09,0,0,0,0,358.36,false
2025-02-16,0,0,0,0,358.36,false
2025-02-23,0,0,0,0,358.36,false
2025-03-02,0,0,0,0,358.36,false
2025-03-09,0,0,0,0,358.36,false
2025-03-16,0,0,0,0,358.36,false
2025-03-23,0,0,0,0,358.36,false
2025-03-30,0,0,0,0,358.36,false
2025-04-06,0,0,0,0,358.36,false
2025-04-13,0,0,0,0,358.36,false
2025-04-20,0,0,0,0,358.36,false
2025-04-27,0,0,0,0,358.36,false
2025-05-04,0,0,0,0,358.36,false
2025-05-11,0,0,0,0,358.36,false
