week_end,value_creation_hours,governance_hours,operations_hours,nationcred_score,nationcred_score_accumulated,is_active
2022-06-05,0,0,0,0,0,false
2022-06-12,0,0,0,0,0,false
2022-06-19,0,0,0,0,0,false
2022-06-26,0,0,0,0,0,false
2022-07-03,0,0,0,0,0,false
2022-07-10,0,0,0,0,0,false
2022-07-17,0,0,0,0,0,false
2022-07-24,0,0,0,0,0,false
2022-07-31,0,0,0,0,0,false
2022-08-07,0,0,0,0,0,false
2022-08-14,0,0,0,0,0,false
2022-08-21,0,0,0,0,0,false
2022-08-28,0,0,0,0,0,false
2022-09-04,0,0,0,0,0,false
2022-09-11,0,0,0,0,0,false
2022-09-18,0,0,0,0,0,false
2022-09-25,0,0,0,0,0,false
2022-10-02,0,0,0,0,0,false
2022-10-09,0,0,0,0,0,false
2022-10-16,0,0,0,0,0,false
2022-10-23,0,0,0,0,0,false
2022-10-30,0,0,0,0,0,false
2022-11-06,0,0,0,0,0,false
2022-11-13,0,0,0,0,0,false
2022-11-20,0,0,0,0,0,false
2022-11-27,0,0,0,0,0,false
2022-12-04,0,0,0,0,0,false
2022-12-11,0,0,0,0,0,false
2022-12-18,0,0,0,0,0,false
2022-12-25,0,0,0,0,0,false
2023-01-01,0,0,0,0,0,false
2023-01-08,0,0,0,0,0,false
2023-01-15,0,0,0,0,0,false
2023-01-22,0,0,0,0,0,false
2023-01-29,0,0,0,0,0,false
2023-02-05,0,0,0,0,0,false
2023-02-12,0,0,0,0,0,false
2023-02-19,0,0,0,0,0,false
2023-02-26,0,0,0,0,0,false
2023-03-05,0,0,0,0,0,false
2023-03-12,0,0,0,0,0,false
2023-03-19,0,0,0,0,0,false
2023-03-26,0,0,0,0,0,false
2023-04-02,0,0,0,0,0,false
2023-04-09,0,0,0,0,0,false
2023-04-16,0,0,0,0,0,false
2023-04-23,0,0,0,0,0,false
2023-04-30,0,0,0,0,0,false
2023-05-07,0,0,0,0,0,false
2023-05-14,0,0,0,0,0,false
2023-05-21,0,0,0,0,0,false
2023-05-28,0,0,0,0,0,false
2023-06-04,0,0,0,0,0,false
2023-06-11,0,0,0,0,0,false
2023-06-18,0,0,0,0,0,false
2023-06-25,0,0,0,0,0,false
2023-07-02,0,0,0,0,0,false
2023-07-09,0,0,0,0,0,false
2023-07-16,0,0,0,0,0,false
2023-07-23,0,0,0,0,0,false
2023-07-30,0,0,0,0,0,false
2023-08-06,0,0,0,0,0,false
2023-08-13,0,0,0,0,0,false
2023-08-20,0,0,0,0,0,false
2023-08-27,0,0,0,0,0,false
2023-09-03,0.05,0,0,0.05,0.05,false
2023-09-10,0.46,0,0,0.46,0.51,false
2023-09-17,4.56,0,0,4.56,5.07,false
2023-09-24,19.04,0,0,19.04,24.11,false
2023-10-01,2.45,0,0,2.45,26.57,false
2023-10-08,5.5,0,0,5.5,32.07,true
2023-10-15,1.03,0,0,1.03,33.09,true
2023-10-22,0.13,0,0,0.13,33.23,true
2023-10-29,0.01,0,0,0.01,33.24,false
2023-11-05,0,0,0,0,33.24,false
2023-11-12,0,0,0,0,33.24,false
2023-11-19,0,0,0,0,33.24,false
2023-11-26,0,0,0,0,33.24,false
2023-12-03,0.04,0.34,0,0.38,33.63,false
2023-12-10,0.4,0.17,0,0.57,34.2,false
2023-12-17,3.97,0,0,3.97,38.17,false
2023-12-24,0.49,0,0,0.49,38.66,false
2023-12-31,0.95,0,0,0.95,39.62,false
2024-01-07,3.54,0,0,3.54,43.16,false
2024-01-14,0.44,0,0,0.44,43.59,false
2024-01-21,0.82,0,0,0.82,44.41,false
2024-01-28,2.28,0,0,2.28,46.68,false
2024-02-04,1.05,0,0,1.05,47.73,false
2024-02-11,8.21,0,0,8.21,55.95,false
2024-02-18,0.83,0,0,0.83,56.78,false
2024-02-25,0.08,0,0,0.08,56.86,false
2024-03-03,0.01,0,0,0.01,56.87,false
2024-03-10,0,0,0,0,56.87,false
2024-03-17,0,0,0,0,56.87,false
2024-03-24,0,0,0,0,56.87,false
2024-03-31,0.03,0,0,0.03,56.9,false
2024-04-07,0.28,0,0,0.28,57.17,false
2024-04-14,0.03,0,0,0.03,57.2,false
2024-04-21,0,0,0,0,57.2,false
2024-04-28,0,0,0,0,57.2,false
2024-05-05,0,0,0,0,57.2,false
2024-05-12,0,0,0,0,57.2,false
2024-05-19,0,0,0,0,57.2,false
2024-05-26,0,0,0,0,57.2,false
2024-06-02,0,0,0,0,57.2,false
2024-06-09,0,0,0,0,57.2,false
2024-06-16,0,0,0,0,57.2,false
2024-06-23,0,0,0,0,57.2,false
2024-06-30,0,0,0,0,57.2,false
2024-07-07,0,0,0,0,57.2,false
2024-07-14,0,0,0,0,57.2,false
2024-07-21,0,0,0,0,57.2,false
2024-07-28,0,0,0,0,57.2,false
2024-08-04,0,0,0,0,57.2,false
2024-08-11,0,0,0,0,57.2,false
2024-08-18,0,0,0,0,57.2,false
2024-08-25,0,0,0,0,57.2,false
2024-09-01,0,0,0,0,57.2,false
2024-09-08,0,0,0,0,57.2,false
2024-09-15,0,0,0,0,57.2,false
2024-09-22,0,0,0,0,57.2,false
2024-09-29,0,0,0,0,57.2,false
2024-10-06,0,0,0,0,57.2,false
2024-10-13,0.03,0,0,0.03,57.24,false
2024-10-20,0.32,0,0,0.32,57.55,false
2024-10-27,3.15,0,0,3.15,60.7,false
2024-11-03,0.32,0,0,0.32,61.02,false
2024-11-10,0.03,0,0,0.03,61.05,false
2024-11-17,0,0,0,0,61.05,false
2024-11-24,0,0,0,0,61.05,false
2024-12-01,0,0,0,0,61.05,false
2024-12-08,0,0,0,0,61.05,false
2024-12-15,0,0,0,0,61.05,false
2024-12-22,0.01,0,0,0.01,61.06,false
2024-12-29,0.1,0,0,0.1,61.16,false
2025-01-05,0.95,0,0,0.95,62.11,false
2025-01-12,0.11,0,0,0.11,62.21,false
2025-01-19,0,0,0,0,62.21,false
2025-01-26,0,0,0,0,62.21,false
2025-02-02,0,0,0,0,62.21,false
2025-02-09,0,0,0,0,62.21,false
