week_end,value_creation_hours,governance_hours,operations_hours,nationcred_score,nationcred_score_accumulated,is_active
2022-06-05,0,0,0,0,0,false
2022-06-12,0,0,0,0,0,false
2022-06-19,0,0,0,0,0,false
2022-06-26,0.01,0,0,0.01,0.01,false
2022-07-03,0.09,0,0,0.09,0.1,false
2022-07-10,0.07,0,0,0.07,0.17,false
2022-07-17,0.01,0.17,0,0.18,0.34,false
2022-07-24,0,0,0,0,0.34,false
2022-07-31,0,0,0,0,0.34,false
2022-08-07,0,0.17,0,0.17,0.51,false
2022-08-14,0,0.17,0,0.17,0.68,false
2022-08-21,0,0,0,0,0.68,false
2022-08-28,0.01,0,0,0.01,0.69,false
2022-09-04,0.08,0,0,0.08,0.77,false
2022-09-11,0.01,0.34,0,0.35,1.11,false
2022-09-18,0,0,0,0,1.11,false
2022-09-25,0,0.34,0,0.34,1.45,false
2022-10-02,0,0,0,0,1.45,false
2022-10-09,0,0,0,0,1.45,false
2022-10-16,0,0,0,0,1.45,false
2022-10-23,0,0,0,0,1.45,false
2022-10-30,0,0,0,0,1.45,false
2022-11-06,0.02,0,0,0.02,1.47,false
2022-11-13,0.21,0,0,0.21,1.69,false
2022-11-20,0.02,0,0,0.02,1.71,false
2022-11-27,0,0.34,0,0.34,2.05,false
2022-12-04,0,0,0,0,2.05,false
2022-12-11,0,0,0,0,2.05,false
2022-12-18,0,0,0,0,2.05,false
2022-12-25,0,0,0,0,2.05,false
2023-01-01,0.01,0,0,0.01,2.06,false
2023-01-08,0.12,0.17,0,0.29,2.35,false
2023-01-15,0.01,0,0,0.01,2.36,false
2023-01-22,0,0,0,0,2.36,false
2023-01-29,0,0,0,0,2.36,false
2023-02-05,0,0.17,0,0.17,2.53,false
2023-02-12,0,0.17,0,0.17,2.7,false
2023-02-19,0,0,0,0,2.7,false
2023-02-26,0,0,0,0,2.7,false
2023-03-05,0,0,0,0,2.7,false
2023-03-12,0,0.17,0,0.17,2.87,false
2023-03-19,0,0,0,0,2.87,false
2023-03-26,0,0.34,0,0.34,3.21,false
2023-04-02,0,0.17,0,0.17,3.38,false
2023-04-09,0,0,0,0,3.38,false
2023-04-16,0,0,0,0,3.38,false
2023-04-23,0,0,0,0,3.38,false
2023-04-30,0,0,0,0,3.38,false
2023-05-07,0,0,0,0,3.38,false
2023-05-14,0,0,0,0,3.38,false
2023-05-21,0,0,0,0,3.38,false
2023-05-28,0,0,0,0,3.38,false
2023-06-04,0,0,0,0,3.38,false
2023-06-11,0,0,0,0,3.38,false
2023-06-18,0,0,0,0,3.38,false
2023-06-25,0,0,0,0,3.38,false
2023-07-02,0,0,0,0,3.38,false
2023-07-09,0,0,0,0,3.38,false
2023-07-16,0,0.17,0,0.17,3.55,false
2023-07-23,0,0,0,0,3.55,false
2023-07-30,0,0,0,0,3.55,false
2023-08-06,0,0,0,0,3.55,false
2023-08-13,0,0,0,0,3.55,false
2023-08-20,0,0,0,0,3.55,false
2023-08-27,0,0,0,0,3.55,false
2023-09-03,0,0,0,0,3.55,false
2023-09-10,0,0,0,0,3.55,false
2023-09-17,0,0,0,0,3.55,false
2023-09-24,0,0,0,0,3.55,false
2023-10-01,0,0,0,0,3.55,false
2023-10-08,0,0,0,0,3.55,false
2023-10-15,0,0,0,0,3.55,false
2023-10-22,0,0,0,0,3.55,false
2023-10-29,0,0,0,0,3.55,false
2023-11-05,0,0,0,0,3.55,false
2023-11-12,0,0,0,0,3.55,false
2023-11-19,0,0,0,0,3.55,false
2023-11-26,0,0,0,0,3.55,false
2023-12-03,0,0,0,0,3.55,false
2023-12-10,0,0,0,0,3.55,false
2023-12-17,0,0,0,0,3.55,false
2023-12-24,0,0,0,0,3.55,false
2023-12-31,0,0,0,0,3.55,false
2024-01-07,0,0,0,0,3.55,false
2024-01-14,0,0,0,0,3.55,false
2024-01-21,0,0,0,0,3.55,false
2024-01-28,0,0,0,0,3.55,false
2024-02-04,0,0,0,0,3.55,false
2024-02-11,0,0,0,0,3.55,false
2024-02-18,0,0,0,0,3.55,false
2024-02-25,0,0,0,0,3.55,false
2024-03-03,0,0,0,0,3.55,false
2024-03-10,0,0,0,0,3.55,false
2024-03-17,0,0,0,0,3.55,false
2024-03-24,0,0,0,0,3.55,false
2024-03-31,0,0,0,0,3.55,false
2024-04-07,0,0,0,0,3.55,false
